NAME	C1	C2	C3	C4	C5	C6	C7	C8	C9	C10	C11	C12	C13	C14	C15	C16	C17	C18	C19	C20
araE	0.7556567798569024	0.4913744483711262	0.754024623514469	0.6540047433132115	0.3471970633233584	0.46167943957256025	0.5860634028131515	0.668782151586822	0.43420956100789027	0.5398618937282534	0.764613333938253	0.6903152867443444	0.4717002552824398	0.6052883314212109	0.6656073307795368	0.28190076422922905	0.6446871072830578	0.7646423285347781	0.6921642856088303	0.4401501565574254
xprB_dsbC_recJ	0.42623387196534196	0.3075739750929122	0.7583133504020754	0.32572200843859106	0.7153707773490399	0.4712034476661545	0.7131759320509874	0.7812895046622486	0.6153100721805727	0.5697914848091302	0.8755990711859677	0.7241292926372533	0.8358109369008697	0.5242173371194384	0.2638113217168563	0.6123007911693977	0.9781788824089874	0.728723560747088	0.8295955746527047	0.9007180212263493
lpxDA_fabZ	0.1415118665408132	0.2719392816486655	0.5725475042685708	0.12277786545578523	0.5918377124527698	0.17021187394073917	0.9258926524299053	0.9103396353329748	0.5454684890498991	0.6359133679648036	0.9898167221482439	0.6874945844287413	0.7273205822093118	0.2778860224404396	0.0669218637135152	0.7296951408118172	0.9786923740334406	0.7632928947117479	0.7418980791808686	0.8255882805470942
ppiA	0.5860420576711346	0.5536621193821074	0.7197831064170878	0.8403227176242068	0.3492831060408216	0.48995634001806143	0.35363564832537897	0.42593496949631005	0.31232270606483153	0.4704791912720483	0.5321264195859692	0.7302203631997335	0.3530531299671318	0.689054955012793	0.8820105098459103	0.24824933109573855	0.4158136899347787	0.6612384104332986	0.5582817362780081	0.3659686835901544
dnaA	0.5220502967774181	0.6666793472492114	0.40136679830338906	0.40372693629723505	0.995164508563019	0.3315964906286067	0.5839612564953697	0.7604079860821122	0.4400511351599856	0.9119369839660149	0.37109772764290255	0.1324031562918899	0.4724425441605542	0.38509301319946826	0.888698022382685	0.21852886291096632	0.749377699564632	0.3395729989114443	0.3641548939604883	0.862374337401084
ptsHI_crr	0.5692179030889657	0.3068068621693233	0.43319305164132405	0.4526022558194872	0.24237114858350695	0.280820326343997	0.3456705303434712	0.32001475160225507	0.15887141477223798	0.4014939636413263	0.43067761470751775	0.6618770814304826	0.35849831526283915	0.4741492527500562	0.5401482827444892	0.20135840624817936	0.23226345378698168	0.5260229555748398	0.525995563117617	0.2745706714803416
cirA	0.5808327219836292	0.25316134875108637	0.640642137572165	0.5955608402386914	0.2684490638051309	0.205339839390148	0.4427218980086056	0.49910663041508124	0.313792598182645	0.5236209387576528	0.7086789193725648	0.6461965125583076	0.3748181384133814	0.5607554304334654	0.6111204038650941	0.26388167168914245	0.39426866855654674	0.5975751749657452	0.6442140361790316	0.3571212979090461
cyaA	0.016936917541261035	0.3208994394128	0.026664587983887485	0.05067092059281054	0.5521478912981569	0.46764436286189853	0.13474372046062516	0.23929177949842886	0.4065691462931574	0.2931945976801806	0.007836459111061553	0.026646128047267872	0.19439035494488438	0.11813655288524384	0.030050040787487044	0.46140872222298024	0.2289155715378302	0.07442719588310408	0.08022095222633699	0.3278968904712623
speC	0.25612400488918663	0.9845488246347269	0.14215043114337061	0.5415816431753033	0.9992990937534574	0.9972079505131636	0.9277610521029025	0.7720404985568425	0.9982818318335661	0.9525186308375794	0.07423838393030376	0.32610581851207837	0.9797441541035862	0.7730096542168355	0.5166978289648934	0.9992483124203185	0.9462958451009503	0.48444058147645713	0.48893397081364903	0.9941748916576804
araBAD	0.8390325150083026	0.4977140152014481	0.8445702967000303	0.7335664353664813	0.34675608600166713	0.45385976040006065	0.6895482610588927	0.6963401680908439	0.43751883625969656	0.5467927581443157	0.8449148216800058	0.7989066815344409	0.46246355039632353	0.6428809760527029	0.7306431816040102	0.309394570256801	0.5139053172726209	0.7796399901631117	0.7523933150234735	0.4247074147823929
clpP	0.007478929746105563	0.04664089165531835	0.06821862191034447	0.04410043603549884	0.11463060416261507	0.19009352196833057	0.1642533868634979	0.15268669791766273	0.3432300462223965	0.1183736836204749	0.10856087369705847	0.12549227868399856	0.15388202721319694	0.07952927967524373	0.05253287351055966	0.3569346068819745	0.08585582859540809	0.19648985419712206	0.14661010781348624	0.24442493190708545
nagBACD	0.6728768212391039	0.4553096642295139	0.706154919143707	0.6249068034906496	0.2129227295400392	0.4366538235212531	0.4269207115595256	0.5637437024827155	0.2186213137101872	0.49172493931867184	0.7044122675827691	0.6930948445656234	0.44284500790950965	0.5829076493129831	0.6395606964308931	0.27102331071168395	0.4872598590867983	0.6828454944704653	0.7222059950484185	0.41645974833675276
araJ	0.8397325174258148	0.6041610519886417	0.8736620644724046	0.8420534709156925	0.5516323806058556	0.550530543299333	0.6754492295728354	0.7750551845044348	0.6090865431179532	0.6532312832005157	0.8926298694171586	0.8043884965644429	0.664854906904215	0.8142261249142623	0.8782887145198541	0.4506917114161003	0.7531054065192361	0.8139711690849304	0.828563133207326	0.5293026915007292
nupG	0.09425040781598157	0.3224191081776574	0.08166869305974413	0.3070191689718792	0.2776002021404122	0.5878779568877059	0.146850185321903	0.13218388627313757	0.4794157868127164	0.1873494305680805	0.08405876458882912	0.2725881409157599	0.19656693694375987	0.20985182627395235	0.4155023840352647	0.4509252134729413	0.06965877554154645	0.07290750625184744	0.31705038151649256	0.1447970232589931
ecfK	0.09826297137664682	0.20688506622374336	0.6158421550533005	0.09640368255643862	0.5344470058243521	0.1328738977919485	0.9187745118013838	0.9219783272629988	0.5990478363841998	0.4844711728636901	0.9885049115329158	0.6477199999280474	0.6598749811041709	0.32639041452135675	0.03246345132049384	0.6983232792972751	0.9767544926940935	0.4756191458473631	0.7587004613890951	0.761653660203154
fur	0.7249425623123944	0.4911811336908796	0.7792362000598255	0.684065419717938	0.2880237739248908	0.4462388809248689	0.5326726262845823	0.6864014652107913	0.4374677330166394	0.5917066424463189	0.81175875818101	0.7836260706309783	0.5115281853249782	0.6342905416231446	0.675718538522166	0.4497955153822221	0.6371539601356622	0.7263378270505801	0.7342127742933577	0.42705083511002245
yhfA	0.023550532034916638	0.42901230697728504	0.021000432524084577	0.1437255848263853	0.6650501493871731	0.5281231876949366	0.3275149722257696	0.16435361365674742	0.6041672335181751	0.3370826158225393	0.010646663771944172	0.03215729490525238	0.3221666549863265	0.21575301974977404	0.049660012424660914	0.591936413793403	0.27513425620840865	0.07467391201771661	0.11941955289476319	0.45762108365398246
srlAEBD_gutM_srlR_gutQ	0.3680136022710865	0.3281714196825477	0.450967389272516	0.38253426346257136	0.23207879019280428	0.20168400842963152	0.30214173930781857	0.38011878473849425	0.29953929667938056	0.41698616047929804	0.4023991590382207	0.46715923057320663	0.2528451427986167	0.3873462258153222	0.35333833733053477	0.23886959980365488	0.30284636929647407	0.4613769294509733	0.3718935363625057	0.20287851806857587
fucPIKUR	0.9797586704460037	0.8015704403580575	0.9885972487419123	0.9454264471773968	0.7177945201787276	0.7205825437283149	0.8724217252001496	0.8987632643850975	0.6500447163356343	0.822148320799151	0.9939703049790309	0.9735414817569371	0.7675025035735946	0.9250390508605442	0.9487932544217281	0.6636219857609783	0.855831742075083	0.9634509964503376	0.9508855669072032	0.7809407893331638
mopB	0.03880705952305914	0.13148124181599016	0.11408914835637346	0.18336092454543776	0.19137540014535234	0.21177112156851316	0.1580959833341894	0.17501291647848108	0.3974206268844143	0.11660755989390872	0.21881408040458536	0.1694587583394407	0.3051359312367922	0.20171037197842098	0.060439002972901196	0.46452756859348515	0.1506548652707012	0.2572155614807005	0.24739324146214267	0.24963176422413605
mglBAC	0.7180075281314556	0.327656453611668	0.7007306447548689	0.5656814425543432	0.26923278068764517	0.37288102340759705	0.4614361533071568	0.6469650618227717	0.29446542812672205	0.45287710805333237	0.7629815433722542	0.6647190027066062	0.35393773132873135	0.5870923670382439	0.577815541354489	0.2898976442737123	0.5387737921194166	0.6582161792908181	0.6554496449612978	0.2624945722011825
malK_lamB_malM	0.9572765901346836	0.6109385085657119	0.934332282035367	0.8954567070495106	0.34936487106447256	0.46540643282757455	0.6264072073610226	0.7877298940311613	0.3438231838796241	0.6097973726163851	0.9192473359631459	0.9173365211534651	0.5984426199708801	0.7753639917245699	0.8885809480524726	0.3424117845236585	0.6188229682993117	0.8700922668488469	0.8507058654280558	0.4821256142511468
uppS_cdsA_ecfE	0.14076263809509848	0.2445712693272805	0.4780147950457705	0.098866879767449	0.4741520643973204	0.18749035811058223	0.8994036624110384	0.9061666361787708	0.5335316276898852	0.41203922223927103	0.9865753401966948	0.5240839996004751	0.6966247285914211	0.21509346951872035	0.039115078482139916	0.7096654369358506	0.9710523443540136	0.5615683188620697	0.7501116018051537	0.7507128129202856
fecIR	0.2420944806112086	0.3890543227174783	0.08778314997417895	0.19099351813778792	0.49079983129238336	0.36097004502599356	0.3184417029815691	0.277915538437713	0.344938758211468	0.3462189480242319	0.11963441908183958	0.20180191809314113	0.21440277635962968	0.14644869322298548	0.24430610421117988	0.3643112286269811	0.26227157078856683	0.09712193701919022	0.20149819817369288	0.36887633110817963
sodA	0.0652197095030734	0.06639418208093237	0.03343784144693167	0.03592908059219143	0.11657902638718197	0.09902579766140421	0.31319705217017946	0.1030955727582817	0.17909286872978153	0.0661992357065431	0.09309500743248424	0.03298763785366516	0.17775306200026023	0.05481342191265194	0.13777446310292343	0.06598557022719603	0.16041790249839546	0.10396853274232884	0.1483613746467344	0.07497955220648041
tnaLAB	0.9732172978230503	0.6528266506367434	0.9733055653505351	0.9068581626304759	0.42661508835784917	0.4783951102218691	0.7659254908596435	0.8517358428250804	0.5110899229171465	0.7427864581508005	0.9894177008852448	0.9632333331083837	0.6625459384907065	0.8394982948336922	0.9106007494434719	0.36143968904847656	0.72960137368565	0.9379785531510118	0.9370873523960505	0.6583026893028145
deoCABD	0.23615231077832982	0.23154126741760864	0.17080531592004353	0.408890992649865	0.1349543432979464	0.28068917982785757	0.14929589937233959	0.22341118146804778	0.309966815312084	0.23184286509564578	0.13172223627436494	0.40605217128970583	0.128141349253511	0.2494597452801409	0.5361613129981794	0.1786617406712857	0.07768049055586991	0.1445687262102863	0.35989315460761184	0.1039929137708811
fepB	0.13361633140306872	0.4355752106492661	0.1859720344672026	0.17832951130042918	0.4878008331863999	0.5150195412127164	0.2679460908269446	0.14456690531427938	0.3730663298338051	0.27932195537026294	0.12012433250578862	0.10881362260745872	0.20417278168057718	0.15010190995540784	0.21938529844823068	0.3482752207266941	0.19758676660784738	0.1609538433918982	0.20120263503843872	0.43133884429459834
glgS	0.9548633956424217	0.47307341342669834	0.9724972175652438	0.8523401673023405	0.3888479864384904	0.4422365286286114	0.7301700206836291	0.8001938270257052	0.3767402471712501	0.6327404737395316	0.9864456103689444	0.9329396889063717	0.6099767355768672	0.7905893242766926	0.8997572708420792	0.36851191822755064	0.6634009978801804	0.9042199372915293	0.8776383476738204	0.43771343879881663
htrA	0.5612262035446431	0.3657718189492294	0.8220280668611033	0.45728346889077703	0.8172418494105849	0.5584011174720708	0.8343641567293938	0.813372969249954	0.7015730140145464	0.6954139145099949	0.9148680618023262	0.8440251127652252	0.855140224460027	0.7018317665277839	0.43203538337027	0.8167822547721961	0.9754118090547823	0.7208923165148367	0.8926224160430952	0.9279117731671929
acs	0.6237663204320207	0.18339746222602746	0.29706560523016445	0.4425729923391083	0.3217936896231023	0.6732122896963484	0.26251160282374125	0.46529232790516367	0.5396381117765536	0.3557004099808332	0.39457817452762134	0.7586406687901514	0.4323119986869026	0.4760156154834286	0.5131727852285888	0.44051961626162117	0.2875629304396493	0.42615712337101996	0.7848028926264967	0.48803940600636886
ebgAC	0.5480804489563638	0.3128324936105001	0.9535429031835909	0.7546521075820244	0.338614641152883	0.36654290540935935	0.3922785156205265	0.35831192847094606	0.23642782113403368	0.2691452802998286	0.5925850324111335	0.833029068107901	0.34859569432539456	0.503826461264635	0.42378236187544904	0.15817788055239254	0.3093745792043673	0.8464474398663623	0.5547999986113571	0.39142776321287176
araC	0.5590357103228017	0.45670337286145146	0.40400578135544485	0.4969490216660253	0.2609817390962208	0.3161997515835899	0.5439233354659151	0.4903639710968977	0.2924745819068065	0.40404899375179565	0.521413646661117	0.5997119990342411	0.4097402806709319	0.4139555708671156	0.4750627449078061	0.40059618179888845	0.4510689403914239	0.4725955176354136	0.534858091286229	0.4572279318847348
ansB	0.9592348707974483	0.8273644411421318	0.885746897844043	0.9475016671259473	0.6671938011609666	0.7711296927816901	0.5892954809536023	0.5391934419764458	0.6364015891675364	0.7239758219480711	0.4640673661067553	0.9109116494701572	0.6240177479578674	0.8842772679157979	0.9372060626396786	0.5770211869008272	0.4255166261229569	0.8528401836257945	0.7956946410448652	0.5799624503672236
fnr	0.8950112246944787	0.8704649615663039	0.6327196929484422	0.9429243603291089	0.6998700798774917	0.9218687565880296	0.2060395871693497	0.25577643210261436	0.6295900440617036	0.6651462177466431	0.035628076683027185	0.689526957728442	0.4568261363143794	0.8166991780663996	0.9750426955051834	0.5515677779896948	0.05323326297329611	0.549771598026726	0.4221377956437407	0.40307601327475717
himA	0.28480619855917066	0.3675402929439833	0.5019520876974247	0.7907543651502802	0.41949849214718904	0.29278123013568386	0.16321842792934366	0.8988236810818755	0.020404454075756025	0.888449580709008	0.5393634119470427	0.7873676397317281	0.14420443341140604	0.6318451142647529	0.08187736038225009	0.9481976136059141	0.6497327494369386	0.4538902044711666	0.5710973115735054	0.9433561482018954
cytR	0.9442551315549809	0.1467615234349791	0.4091429943224223	0.04231606253877019	0.3059167775451972	0.09560502799368698	0.800375323667993	0.8393150614602638	0.42323708524247944	0.3225100615026449	0.9739647991644422	0.3558694061190947	0.6345672407663412	0.24499954225598777	0.03380302614735244	0.48616563244768635	0.9494676637787864	0.4005186091497637	0.5660902616759014	0.5208982176083204
narK	0.7599163143335512	0.8140738669922276	0.7952538473405917	0.7654929100847977	0.5370593605216357	0.6907938281612853	0.5355360690303009	0.5727953697331656	0.6553640058965896	0.8929974780175938	0.5170288051245086	0.898261883029078	0.34130874918665727	0.8658344613157911	0.7216137488528943	0.8091996163129288	0.5630882566937312	0.7711465131084346	0.6919903409797122	0.8450558204119687
gntKU	0.5618788584164053	0.2941606087966868	0.46454600621641395	0.5623072042765377	0.17126358805014402	0.24991228386834613	0.5242920210870965	0.802066770583966	0.32728379558214726	0.6183589012788965	0.7574270226442175	0.5750416913172667	0.4414613960470175	0.7581273800457603	0.8652383596685278	0.27597617485876136	0.649201443936987	0.5107430122198492	0.679081806685268	0.20162039667273474
ivbL_ilvBN	0.9692201881068413	0.7113122683861012	0.9790068176693174	0.9227712126225072	0.4829372456285133	0.6032693460003252	0.7757754714692994	0.8958445621657252	0.5448633815051276	0.7263794064869598	0.9918146226589675	0.9606980392320756	0.735989114878094	0.8648520703089163	0.9035427645782866	0.5118334941309237	0.8299024812934965	0.9383406327181953	0.9259738162384793	0.5928793970385006
icdA	0.07026519826396732	0.11578894983641864	0.2682527229857011	0.15334896720385124	0.0630967665037868	0.17572366794397234	0.04709276617876388	0.2706111282159673	0.1527710893005766	0.15234702127518024	0.38037095939486243	0.010115253750629279	0.06253688530141166	0.1141250087108198	0.13369594669158658	0.12578449425940003	0.49569793397164996	0.1671664589648817	0.041677649933674836	0.13692918260525386
hflB	0.028441993711008598	0.1323779794573474	0.1434841829446492	0.16978437035166324	0.18232611628021198	0.2932526510456515	0.1833805135424005	0.13765672224228837	0.27871978673767234	0.16813161711508293	0.2018116921894896	0.19228115930598666	0.24633620912942733	0.22981545804354536	0.11419534270851751	0.44137101667945877	0.21590146543032024	0.16514869976263652	0.19610119617461946	0.26279509769440285
arcA	0.9724726060164944	0.9381112751508147	0.8257156669778207	0.9733089960720924	0.8281781323250085	0.9703608463883171	0.4114782956259356	0.28492156296398913	0.8204818803203269	0.851759074008042	0.04934537775613673	0.8689088250363491	0.6919142668319244	0.9223408747440998	0.9921627063259233	0.7496818480531908	0.08961407899472867	0.8011210454573018	0.7264536279689017	0.6098681872970099
fhuACDB	0.09451076727949928	0.35653449724481784	0.10816789952072356	0.11016504153180666	0.3748171905645061	0.257842192611429	0.15163966593771153	0.1257250462144583	0.2818577448297966	0.18619527405116326	0.11436056940985798	0.10320609514846601	0.21825567201340546	0.17707953398150086	0.12410045386365255	0.32672360541985146	0.19884759928628756	0.149662433832361	0.07989393577727208	0.3324592992591153
frdABCD	0.674169011359195	0.6180414462396482	0.45166165942327435	0.8320701264308765	0.7435373180185806	0.6405608038745074	0.5154646167013949	0.5709899743631833	0.5036031195395442	0.6519975487428047	0.453257902379244	0.44208099858207395	0.6754875637934595	0.5168220365554076	0.5261382389893546	0.7177552639116574	0.2794786984710711	0.689175691306544	0.5914621590673388	0.38093326075835926
ecfD	0.17642795073303397	0.2690463292448047	0.6535629003749407	0.19762962106867332	0.5712231220133385	0.16831121373138594	0.902694156692336	0.9115328384496498	0.5781821009614574	0.619457872413118	0.9913309297853313	0.49731329340124153	0.750988777968029	0.38715259501575033	0.07409961867404657	0.7501280542432816	0.9818325701530324	0.6624497708557442	0.7774292979969746	0.8156983143097503
malEFG	0.958109137834387	0.592725930777225	0.9423029626810869	0.9162756515259307	0.3931799678578453	0.5165991297377343	0.7101368999549496	0.8280385188412923	0.5173857580893964	0.7180294554393686	0.9042037808953889	0.9260884613169	0.5778358704749468	0.8217056608239154	0.8960752894795484	0.37487109958516635	0.7124481254604187	0.8745948101764999	0.8703062714452654	0.5117290598469055
narL	0.5183785806783489	0.6102082936742802	0.492693258432807	0.17694250231399147	0.02367781105709757	0.15960752810378573	0.5698467052418655	0.16212095604018928	0.99133267908334	0.49033681477515517	0.5378237051239567	0.5509865732744056	0.056622085641986335	0.6186180233193906	0.963614092231069	0.39113581920819096	0.36076125571345435	0.310298953770623	0.32915971599658556	0.7391522239456192
appY	0.923539118211461	0.47581571222919944	0.925568272252833	0.4469047446998368	0.7876164622383146	0.9309475725747769	0.2293143655003668	0.27977730956485947	0.5089439769713562	0.4831647924772497	0.25748341342815384	0.9019982927886084	0.7394456957313698	0.8725773772017058	0.4767790185441464	0.45385274629466205	0.39176538897734714	0.670578366307474	0.72897973588625	0.7796164112743762
dcuB_fumB	0.15547515991952526	0.18306955538345207	0.07657129995139487	0.31250604800882814	0.5960828734010785	0.44266116102908093	0.18456501386470883	0.293509678547097	0.13919754033659812	0.2278051553708378	0.05857934751964818	0.1073127614188243	0.33659279709961787	0.25135763693889146	0.128940996155662	0.3051176239489964	0.030490905158967414	0.19598388676354922	0.12410411034208804	0.21739971346917927
focA_pflB	0.44935753201964407	0.4643714172531785	0.5470576637525139	0.7715471051414798	0.7062084461684687	0.6538101076237368	0.32468764932440375	0.5237435453802307	0.19456141984819855	0.5833216252558834	0.2308974197101731	0.5054790390669315	0.56208534355691	0.4900222684161062	0.25402714301322515	0.5328335049187801	0.2725299843053182	0.5682121179735392	0.5938286523412072	0.413163590622678
ecfG	0.1075704233218832	0.2563596965034558	0.4920823250678487	0.14624595279149524	0.4933720807716788	0.12558675871878575	0.9039918163301189	0.8890755099108756	0.6298299230080557	0.526595172805317	0.9854311553176108	0.5274461136123948	0.7524068065850104	0.26161458494585443	0.16955508034029587	0.7626080483122034	0.9708135508079228	0.64564010890944	0.7694328978632662	0.8378987942075468
melAB	0.9641559441659139	0.5728807107262641	0.9674281353205958	0.9071456018553345	0.3769214940801234	0.5141107349410031	0.7484017143604056	0.8746435367235873	0.5189520045799445	0.5765397740572014	0.9860377930747957	0.9555967054101212	0.607143877483783	0.8269579725441527	0.8828117638231191	0.42970466962661874	0.6818123535464939	0.8933828323733679	0.9101476843848831	0.4892318070657951
tdcABCDEFG	0.8248926029184179	0.7623493932277671	0.7268167921848139	0.8568349703467281	0.5853341729258986	0.6859210356479408	0.5570377540016502	0.8264702131167208	0.617514651914037	0.8059528399287713	0.6741828895097586	0.8092658442285072	0.5608694704936994	0.7838278649992161	0.7970739015982692	0.7279646513243004	0.6737664013785074	0.8405806328305131	0.6985360758405205	0.7583948579069775
gltA	0.6491019480905936	0.27603287327834874	0.6822398436617314	0.5966027053011425	0.19890011330155988	0.23771513984718823	0.6367522285049257	0.6527441465121246	0.3032299406798698	0.32210636248373037	0.9505562625849213	0.6135742506835958	0.4574262487149231	0.48572986484660713	0.5559335911079393	0.3005609991566914	0.6624655623025866	0.6319800718757675	0.7243662631076385	0.35828206435199317
fixABCX	0.8109524010812903	0.5609578717351874	0.6358013485998115	0.6730620730555771	0.6277437359873478	0.33868867971952255	0.5701050891144114	0.6527402679555482	0.2964952344602262	0.6503972997604147	0.5936037963759485	0.6111528372589796	0.5603488290707525	0.5349905844943922	0.6270229706148355	0.34238882254263775	0.6004013329376526	0.6151924327750853	0.6236126991556814	0.46140217753158475
hypABCDE	0.6797027058207563	0.7435855071613954	0.8194718298779039	0.9505861696664976	0.8510293393238538	0.8463156286679325	0.5456382004457768	0.7442397258973419	0.3026827093864365	0.8860265940457255	0.5544626732593059	0.855839738669635	0.6705737115832178	0.8151253544636647	0.34939530743421693	0.8911837220447779	0.5544760618325549	0.8122512503923259	0.7911360873449242	0.695044699193132
fucAO	0.9663079024461563	0.6960005008682317	0.971414952162542	0.9282842115796927	0.5513147325239377	0.5969475481974622	0.7856715911344366	0.8306303604969993	0.5190313187329273	0.6989563046386587	0.9886477810315112	0.9607389735211253	0.7316666982447063	0.8539016732127918	0.9104518411874318	0.48468213067583293	0.7934557278400144	0.9372999143054359	0.9035260517444325	0.6351404433392656
nuoABCEFGHIJKLMN	0.12334430064490015	0.1987261169054022	0.15087209133240242	0.034973156070685324	0.005949768642589091	0.07569648088699639	0.38396381116816364	0.11433917500929419	0.300322517084876	0.11155354686868017	0.45599498208796163	0.1042879321358811	0.0697097921693774	0.13441325442278343	0.22234630653158927	0.04599315102853632	0.29100105561287354	0.15647650039723757	0.12685753204182512	0.17890501158010222
aceBAK	0.1413119748033101	0.05288458797303416	0.06392527670316288	0.12360161250394973	0.1228931854439848	0.08882122924480983	0.19234294988013317	0.3466190877321805	0.015578964728752144	0.25028600062493683	0.4108727444807241	0.49344907591834397	0.12580066735233159	0.16100049781863854	0.04543066563850036	0.34421026675141736	0.18825294872004195	0.15817181984362666	0.32782772199972426	0.2872087022515994
caiTABCDE	0.7109179168656105	0.4749603574361857	0.3642951291473889	0.4993087102404941	0.5006016773789796	0.30608590520144147	0.5145145807630261	0.3443624961333659	0.45250033521612937	0.35675119663417004	0.46497477688163014	0.3326068014886568	0.529626716936007	0.3526214775756613	0.5951944457177878	0.10656419236833371	0.4801963977839455	0.5010912773198596	0.40662413662677455	0.2837601013857423
malT	0.8603584689149414	0.5851928653640953	0.8145654203557551	0.9023375316935054	0.28003283154007935	0.40978131521025807	0.5649582693793245	0.5337748806309793	0.47271719155487885	0.4798165094490215	0.7160357122240341	0.8213675288179866	0.47468429505876747	0.7011804268719942	0.8688017612781654	0.2801066076022766	0.4826459890819767	0.7477335581263599	0.6783278257106552	0.4359867849473983
nrfABCDEFG	0.7961857340392926	0.8595101603021602	0.759264595465979	0.3968214019393875	0.12094316499041248	0.2754512504195251	0.8148804604470474	0.5453535221028553	0.9977600639077517	0.7452504427649495	0.8481153908527551	0.8492804089124514	0.1624558995135593	0.8353909227599778	0.9883613237617055	0.6679552626896017	0.6300319808752664	0.704072126916171	0.6649014041335325	0.9108644320198119
tsx	0.32576688017486033	0.2652465378889465	0.31617693315346784	0.48608912915579333	0.09500234227534009	0.40641161107515644	0.16065189128346063	0.1996976092962567	0.2994396524040344	0.36117259568030685	0.2608047312066131	0.47609691106202723	0.10500317700876324	0.2831563472573176	0.5724524823404863	0.09714605297320661	0.18994646537658819	0.32373550555611635	0.5379505006194403	0.20967266729519746
gntT	0.38655716821298325	0.2952079729480035	0.3852082551475017	0.3321972550954471	0.20406928165082758	0.1889668839392262	0.43074669775192603	0.8324200408617852	0.39448156650237665	0.7185715173436505	0.643621826453238	0.3636640846985479	0.2912674967224053	0.8262874189498721	0.7807687481943641	0.30752158335380575	0.6415502482612296	0.39750643808199315	0.5642424583977677	0.31705430501067033
